platform,token,company_name,sponsor_name,job_count,filings_last_3_years,last_filing_year,match_confidence,match_status,source_url,crawl_id
greenhouse,amaehealth,Amae Health,,30,,,,unmatched_sponsor,https://job-boards.greenhouse.io/amaehealth,CC-MAIN-2026-30
ashby,Addi,,,29,,,,unmatched_sponsor,https://jobs.ashbyhq.com/Addi/11c3a601-4704-4390-a6be-1183ea223bad/application,CC-MAIN-2026-34
ashby,agentis-capital-advisors,,,29,,,,unmatched_sponsor,https://jobs.ashbyhq.com/agentis-capital-advisors/853e0825-02b7-4bd7-a672-da4bcfa16440,CC-MAIN-2026-34
ashby,brinc,,,29,,,,unmatched_sponsor,https://jobs.ashbyhq.com/brinc/288f348d-1c63-443a-b7d7-d0582c009d42?utm_source=The+Garage+job+board&utm_medium=getro.com&gh_src=The+Garage+job+board,CC-MAIN-2026-17
greenhouse,6sense,6sense,,29,,,,unmatched_sponsor,https://job-boards.greenhouse.io/6sense/jobs/5636812?utm_source=Notable+Capital+job+board&utm_medium=getro.com&gh_src=Notable+Capital+job+board,CC-MAIN-2026-34
greenhouse,abcellera,AbCellera,,29,,,,unmatched_sponsor,https://job-boards.greenhouse.io/abcellera/jobs/6578101003,CC-MAIN-2026-30
ashby,airspace-intelligence.com,,,28,,,,unmatched_sponsor,https://jobs.ashbyhq.com/airspace-intelligence.com/6009a6a4-5bfe-48f8-971e-c669cc5a66d2,CC-MAIN-2026-34
ashby,alta-ares,,,28,,,,unmatched_sponsor,https://jobs.ashbyhq.com/alta-ares/00810c0c-02d1-4679-b3f5-9395107a75c4,CC-MAIN-2026-34
greenhouse,550,550 Madison,,28,,,,unmatched_sponsor,https://job-boards.greenhouse.io/550,CC-MAIN-2026-21
greenhouse,amylyx,Amylyx Pharmaceuticals,,27,,,,unmatched_sponsor,https://job-boards.greenhouse.io/amylyx?error=true,CC-MAIN-2026-30
ashby,antithesis,,,26,,,,unmatched_sponsor,https://jobs.ashbyhq.com/antithesis/02420778-a1e4-441c-9563-a3fee88f3f1f,CC-MAIN-2026-34
ashby,avoca,,,26,,,,unmatched_sponsor,https://jobs.ashbyhq.com/avoca,CC-MAIN-2026-21
ashby,array-behavioral-care,,,25,,,,unmatched_sponsor,https://jobs.ashbyhq.com/array-behavioral-care/49cf3a4e-0026-48c1-a1ec-183c7a9063de?utm_source=OCA+Ventures+job+board&utm_medium=getro.com&gh_src=OCA+Ventures+job+board,CC-MAIN-2026-34
greenhouse,absolutesecurityintl,Absolute International Security,,25,,,,unmatched_sponsor,https://job-boards.greenhouse.io/absolutesecurityintl/jobs/4284335009,CC-MAIN-2026-34
ashby,Braintrust,,,24,,,,unmatched_sponsor,https://jobs.ashbyhq.com/Braintrust,CC-MAIN-2026-17
greenhouse,ajtutoring,AJ Tutoring,,24,,,,unmatched_sponsor,https://job-boards.greenhouse.io/ajtutoring/jobs/8153190002,CC-MAIN-2026-12
ashby,amber,,,23,,,,unmatched_sponsor,https://jobs.ashbyhq.com/amber/,CC-MAIN-2026-21
ashby,amboss,,,23,,,,unmatched_sponsor,https://jobs.ashbyhq.com/amboss/2539e502-4667-4423-b84a-f9ba56153561/application,CC-MAIN-2026-34
ashby,bestow,,,23,,,,unmatched_sponsor,https://jobs.ashbyhq.com/bestow/0bf56d94-c6e7-4cbd-9dac-688b1230c0af?utm_source=Morpheus+job+board&utm_medium=getro.com&gh_src=Morpheus+job+board,CC-MAIN-2026-21
ashby,abby-care,,,22,,,,unmatched_sponsor,https://jobs.ashbyhq.com/abby-care/02bb65f5-89dc-4562-bd25-5e193cc9008b/application,CC-MAIN-2026-34
ashby,alchemy,,,22,,,,unmatched_sponsor,https://jobs.ashbyhq.com/alchemy/07f23db8-28b1-4916-8209-0cb0e1de3fad?utm_source=Arbitrum+job+board&utm_medium=getro.com&gh_src=Arbitrum+job+board,CC-MAIN-2026-34
