platform,token,company_name,sponsor_name,job_count,filings_last_3_years,last_filing_year,match_confidence,match_status,source_url,crawl_id
ashby,arch.co,,,22,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/arch.co/0c2e3957-1e1d-4020-828f-eddd872e4aa0?utm_source=Menlo+Ventures+job+board&utm_medium=getro.com&gh_src=Menlo+Ventures+job+board,CC-MAIN-2026-34
ashby,beam-up,,,22,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/beam-up/207e3b4d-ead5-4dc8-8482-5a379606736b?utm_source=MMC+Ventures+job+board&utm_medium=getro.com&gh_src=MMC+Ventures+job+board,CC-MAIN-2026-21
ashby,abound,,,21,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/abound/64bec96e-e8dc-4e5a-9b19-56f1e6d2d071,CC-MAIN-2026-34
ashby,aim,,,21,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/aim/c3aea728-84c4-4b6f-bf5d-4a0cf0b0ec8c?ref=reactjobs.io,CC-MAIN-2026-34
ashby,assembledhq,,,21,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/assembledhq/1e6165e1-4274-4ed6-9410-5ebb05639486/application?utm_id=13332654&utm_source=San+Francisco+Job+Board,CC-MAIN-2026-34
ashby,astronomer,,,21,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/astronomer/01976be2-0e8a-43b3-9c2b-1937ee5eb5b7,CC-MAIN-2026-25
ashby,brightwheel,,,21,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/brightwheel/32468320-6026-4c1f-a0e9-1419360dba87,CC-MAIN-2026-17
ashby,Blacksmith,,,20,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/Blacksmith/087f0427-662b-4d09-8097-58df5013101b,CC-MAIN-2026-21
ashby,a16z-new-media,,,20,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/a16z-new-media,CC-MAIN-2026-34
ashby,articul8,,,20,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/articul8/91b8c1d6-c9a4-4919-b269-eac696306b1d,CC-MAIN-2026-34
ashby,agentio,,,19,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/agentio/3db7bced-ea4b-410a-a68c-c85eda2ee76c,CC-MAIN-2026-34
ashby,allocate,,,19,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/allocate/fcb44898-270a-4c80-aff6-34e2c44e51b5,CC-MAIN-2026-34
ashby,ambient.ai,,,19,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/ambient.ai,CC-MAIN-2026-34
ashby,amenitiz,,,19,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/amenitiz/6354005f-3b08-4f60-9b03-8213a1121d1d?utm_id=13207186&utm_source=Post+Sales+%26+Customer+Success+Jobs,CC-MAIN-2026-34
ashby,amperos,,,19,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/amperos/59be0a56-71d3-45ab-87a7-60400a5c9f68,CC-MAIN-2026-34
ashby,anyscale,,,19,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/anyscale/503a08c2-80b1-4968-8dcf-06380453bcdb/application?utm_id=13630541&utm_source=FWDDeploy.com,CC-MAIN-2026-34
ashby,anyvan,,,19,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/anyvan/15aa90d1-2828-4688-830e-dfde8b025f0f/application,CC-MAIN-2026-34
ashby,arena,,,19,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/arena,CC-MAIN-2026-34
ashby,basiccapital,,,19,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/basiccapital/212c59c7-68ee-4b54-8989-fcae774b6332,CC-MAIN-2026-21
ashby,bland,,,19,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/bland/1b6ba073-5a7a-45ad-afb8-f12dbc6eab7a?utm_source=Upfront+Ventures+job+board&utm_medium=getro.com&gh_src=Upfront+Ventures+job+board,CC-MAIN-2026-21
ashby,blue-energy,,,19,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/blue-energy,CC-MAIN-2026-21
ashby,brigit,,,19,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/brigit/32c7348b-382d-4998-994d-3fa59818894d,CC-MAIN-2026-17
ashby,829studios,,,18,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/829studios/18b4351f-c1d3-4814-a6cc-c1f70acf70f9?source=DataAnalyst.com,CC-MAIN-2026-34
ashby,8fleet-inc,,,18,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/8fleet-inc/dc31f50c-13a7-4a57-9521-bae6e197f88b/application,CC-MAIN-2026-34
ashby,andela,,,18,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/andela/48f523b9-24be-4f52-a5c8-cec201b49f79,CC-MAIN-2026-34
ashby,andromeda,,,18,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/andromeda/01f91399-50cc-47af-acbc-e3345aa6ae7e?utm_source=jobs.paradigm.xyz,CC-MAIN-2026-34
ashby,arago,,,18,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/arago,CC-MAIN-2026-34
ashby,aureliussystems,,,18,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/aureliussystems/04bfa734-768c-49f5-b6c1-85bbb2ee7e24?utm_source=Detroit+Venture+Partners+job+board&utm_medium=getro.com&gh_src=Detroit+Venture+Partners+job+board,CC-MAIN-2026-25
ashby,auror,,,18,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/auror,CC-MAIN-2026-25
ashby,away,,,18,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/away/0a26d02f-b8c9-49ec-989c-5e8009e9031f,CC-MAIN-2026-21
ashby,barkbus,,,18,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/barkbus/938e5639-3f03-4e0d-b880-7b9cfa36824e,CC-MAIN-2026-21
ashby,basis-research,,,18,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/basis-research,CC-MAIN-2026-21
ashby,blackbox-strategies,,,18,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/blackbox-strategies,CC-MAIN-2026-12
ashby,Blackpoint%20Cyber,,,17,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/Blackpoint%20Cyber/15db94c6-d0d9-4f15-94c6-8106996d4bc5,CC-MAIN-2026-21
ashby,aios,,,17,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/aios/753825b2-508b-4bab-af1a-89e56a5ed29f/application,CC-MAIN-2026-34
ashby,ambiencehealthcare,,,17,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/ambiencehealthcare,CC-MAIN-2026-34
ashby,ambrook,,,17,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/ambrook/148d910b-0539-4595-9438-7f67ca8c1ce5,CC-MAIN-2026-34
ashby,annaautismcare,,,17,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/annaautismcare/bdef21ba-613b-4900-ad17-0957adec5edb?utm_source=Watershed+job+board&utm_medium=getro.com&gh_src=Watershed+job+board,CC-MAIN-2026-34
ashby,anysignal,,,17,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/anysignal/15960e07-9f45-428a-a2c8-47143a396e1d?utm_source=BlueYard+Capital+job+board&utm_medium=getro.com&gh_src=BlueYard+Capital+job+board,CC-MAIN-2026-34
ashby,april,,,17,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/april/7e3dd139-bc4e-46e9-8908-4cab426bdb14?utm_source=NYCA+Partners+job+board&utm_medium=getro.com&gh_src=NYCA+Partners+job+board,CC-MAIN-2026-34
ashby,brooklyn-health,,,17,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/brooklyn-health/d97800ba-f0bf-4d37-b255-ab9a454ffc33,CC-MAIN-2026-17
ashby,alcazar-energy,,,16,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/alcazar-energy/4efbf029-28b9-465a-9aef-34d8563fde16/application,CC-MAIN-2026-34
ashby,artemis,,,16,,,,validated_company_name_unavailable,https://jobs.ashbyhq.com/artemis,CC-MAIN-2026-34
