-[ RECORD 1 ]------------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-24135-991266
employer_poc_first_name        | Kishor
employer_poc_last_name         | Bagul
worksite_address1              | 9 MetroTech Center
worksite_address2              | 6th Floor
worksite_city                  | Brooklyn
worksite_county                | KINGS
lawfirm_name_business_name     | LAW OFFICE OF S.K. GUPTA, P.C.
employer_address1              | 500 Federal Street
employer_address2              | 2nd Floor
employer_city                  | Troy
employer_state                 | NY
employer_postal_code           | 12180
begin_date                     | 10/2/2023
end_date                       | 10/1/2026
total_worker_positions         | 1
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 15 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-23065-826432
job_title                      | SOFTWARE DEVELOPER
employer_name                  | CONCH TECHNOLOGIES INC
secondary_entity_business_name | Connecticut Department of Emergency Services and Public Protection -REMOTE
employer_poc_email             | MAREDU@CONCHTECH.COM
employer_poc_phone             | 19017546870
employer_poc_first_name        | MADHU
employer_poc_last_name         | MAREDU
worksite_address1              | 1208 Vine Street
worksite_address2              | 
worksite_city                  | Watervliet
worksite_county                | ALBANY
lawfirm_name_business_name     | 
employer_address1              | 6750 POPLAR AVE
employer_address2              | SUITE 711
employer_city                  | MEMPHIS
employer_state                 | TN
employer_postal_code           | 38138
begin_date                     | 3/13/2023
end_date                       | 3/12/2026
total_worker_positions         | 1
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 16 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-22104-070140
job_title                      | PROJECT MANAGER
employer_name                  | CORUS SOFT INC
secondary_entity_business_name | DEPARTMENT OF BUILDINGS, NEW YORK CITY
employer_poc_email             | SAI@CORUSSOFT.COM
employer_poc_phone             | 17326663033
employer_poc_first_name        | SAICHANDRA
employer_poc_last_name         | MOKKAPATI
worksite_address1              | 280 BROADWAY
worksite_address2              | 
worksite_city                  | NEW YORK
worksite_county                | NEW YORK
lawfirm_name_business_name     | LAW OFFICE OF THOMAS V. ALLEN PLLC
employer_address1              | 1967 LINCOLN HWY
employer_address2              | SUITE 32B
employer_city                  | EDISON
employer_state                 | NJ
employer_postal_code           | 08817
begin_date                     | 4/22/2022
end_date                       | 4/21/2025
total_worker_positions         | 1
soc_code                       | 15-1199.09
h_1b_dependent                 | Yes
-[ RECORD 17 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-24341-524263
job_title                      | PROJECT MANAGER
employer_name                  | CORUS SOFT INC
secondary_entity_business_name | DEPARTMENT OF BUILDINGS, NEW YORK CITY
employer_poc_email             | SAI@CORUSSOFT.COM
employer_poc_phone             | 17326663033
employer_poc_first_name        | SAICHANDRA
employer_poc_last_name         | MOKKAPATI
worksite_address1              | 280 BROADWAY
worksite_address2              | 
worksite_city                  | NEW YORK
worksite_county                | NEW YORK
lawfirm_name_business_name     | LAW OFFICE OF THOMAS V. ALLEN PLLC.
employer_address1              | 1967 LINCOLN HWY.
employer_address2              | SUITE 32B
employer_city                  | EDISON
employer_state                 | NJ
employer_postal_code           | 08817
begin_date                     | 4/22/2025
end_date                       | 4/21/2028
total_worker_positions         | 1
soc_code                       | 15-1299.09
h_1b_dependent                 | Yes
-[ RECORD 18 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-24292-417053
job_title                      | BUSINESS ANALYST
employer_name                  | ECCLESIASTES INC
secondary_entity_business_name | DEPARTMENT OF BUILDINGS, NEW YORK CITY
employer_poc_email             | hr@eccles.digital
employer_poc_phone             | 13024708343
employer_poc_first_name        | VENKAT
employer_poc_last_name         | MANDA
worksite_address1              | 280 BROADWAY
worksite_address2              | 
worksite_city                  | NEW YORK
worksite_county                | NEW YORK
lawfirm_name_business_name     | LAW  OFFICES OF MADHAVI  SAMUDRALA,P.C.
employer_address1              | 200 CONTINENTAL DR.
employer_address2              | SUITE 401
employer_city                  | NEWARK
employer_state                 | DE
employer_postal_code           | 19713-4337
begin_date                     | 3/1/2025
end_date                       | 2/29/2028
total_worker_positions         | 1
soc_code                       | 15-2031
h_1b_dependent                 | Yes
-[ RECORD 19 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-22182-329029
job_title                      | Software Developer
employer_name                  | SPRUCE TECHNOLOGY INC
secondary_entity_business_name | DEPARTMENT OF BUILDINGS, NYC
employer_poc_email             | VTAMHANE@SPRUCETECH.COM
employer_poc_phone             | 18622259300
employer_poc_first_name        | SRINI
employer_poc_last_name         | CHINTALAPUDI
worksite_address1              | 280 Broadway
worksite_address2              | 
worksite_city                  | New York
worksite_county                | NEW YORK
lawfirm_name_business_name     | ISHAR LAW FIRM, PC
employer_address1              | 1149 BLOOMFIELD AVENUE
employer_address2              | SUITE G
employer_city                  | CLIFTON
employer_state                 | NJ
employer_postal_code           | 07012
begin_date                     | 7/11/2022
end_date                       | 7/10/2025
total_worker_positions         | 1
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 20 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-25142-009946
job_title                      | CRM DEVELOPER
employer_name                  | KASTECH SOLUTIONS LLC
secondary_entity_business_name | DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES
employer_poc_email             | SRI@KASTECHSSG.COM
employer_poc_phone             | 18326514843
employer_poc_first_name        | SRIDHAR
employer_poc_last_name         | PATIBANDLA
worksite_address1              | 1 CENTER ST, 15TH FLOOR
worksite_address2              | 
worksite_city                  | NEW YORK
worksite_county                | NEW YORK
lawfirm_name_business_name     | 
employer_address1              | 6918 CORPORATE DR
employer_address2              | SUITE A1
employer_city                  | HOUSTON
employer_state                 | TX
employer_postal_code           | 77036
begin_date                     | 6/2/2025
end_date                       | 6/1/2028
total_worker_positions         | 1
soc_code                       | 15-1252
h_1b_dependent                 | Yes
-[ RECORD 21 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-25085-805653
job_title                      | MICROSOFT POWER BI DEVELOPER
employer_name                  | NEUTRONIT INC
secondary_entity_business_name | DEPARTMENT OF EDUCATION - NYC
employer_poc_email             | Hr@neutronit.com
employer_poc_phone             | 19725108575
employer_poc_first_name        | Karthik
employer_poc_last_name         | KATAKURI
worksite_address1              | 333 7th AVE
worksite_address2              | 12th Floor
worksite_city                  | New York
worksite_county                | NEW YORK
lawfirm_name_business_name     | 
employer_address1              | 9901 East Valley Ranch Parkway
employer_address2              | Suite 3015
employer_city                  | Irving
employer_state                 | TX
employer_postal_code           | 75063
begin_date                     | 4/2/2025
end_date                       | 4/1/2028
total_worker_positions         | 1
soc_code                       | 15-1252
h_1b_dependent                 | Yes
-[ RECORD 22 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-23135-021533
job_title                      | PROGRAMMER ANALYST
employer_name                  | ZYLOG SYSTEMS LTD DBA ZSL INC
secondary_entity_business_name | DEPARTMENT OF HEALTH AND MENTAL HYGIENE (DOHMH)
employer_poc_email             | IMMIGRATIONS@ZSL.COM
employer_poc_phone             | 17325499770
employer_poc_first_name        | SRIPRIYA
employer_poc_last_name         | VASUDEVAN
worksite_address1              | 42-09 28TH STREET
worksite_address2              | 
worksite_city                  | QUEENS
worksite_county                | QUEENS
lawfirm_name_business_name     | 
employer_address1              | 85 LINCOLN HIGHWAY
employer_address2              | STATE RT 27
employer_city                  | EDISON
employer_state                 | NJ
employer_postal_code           | 08820
begin_date                     | 9/7/2023
end_date                       | 9/6/2026
total_worker_positions         | 1
soc_code                       | 15-1251.00
h_1b_dependent                 | Yes
-[ RECORD 23 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-22138-185109
job_title                      | SOFTWARE DEVELOPER
employer_name                  | RAMPS INTERNATIONAL INC
secondary_entity_business_name | DEPARTMENT OF HEALTH NY
employer_poc_email             | INFO@RAMPSCORP.COM
employer_poc_phone             | 17326623650
employer_poc_first_name        | RAMAKRISHNA
employer_poc_last_name         | NUNUGONDA
worksite_address1              | EMPIRE STATE PLAZA
worksite_address2              | 2176 CORNING TOWER
worksite_city                  | ALBANY
worksite_county                | ALBANY
lawfirm_name_business_name     | 
employer_address1              | 1199 AMBOY AVE
employer_address2              | SUITE 2F
employer_city                  | EDISON
employer_state                 | NJ
employer_postal_code           | 08837
begin_date                     | 9/1/2022
end_date                       | 8/31/2025
total_worker_positions         | 1
soc_code                       | 15-1132.00
h_1b_dependent                 | Yes
-[ RECORD 24 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-21313-695915
job_title                      | SOFTWARE ENGINEER
employer_name                  | MSRCOSMOS LLC
secondary_entity_business_name | DEPARTMENT OF PUBLIC SERVICE
employer_poc_email             | IMMIGRATION@MSRCOSMOS.COM
employer_poc_phone             | 19252186919
employer_poc_first_name        | TIFFANY
employer_poc_last_name         | MCGRAW
worksite_address1              | 3 EMPIRE STATE PLAZA
worksite_address2              | 
worksite_city                  | ALBANY
worksite_county                | ALBANY
lawfirm_name_business_name     | 
employer_address1              | 5250 CLAREMONT AVENUE
employer_address2              | SUITE 249
employer_city                  | STOCKTON
employer_state                 | CA
employer_postal_code           | 95207
begin_date                     | 12/6/2021
end_date                       | 12/5/2024
total_worker_positions         | 1
soc_code                       | 15-1132.00
h_1b_dependent                 | Yes
-[ RECORD 25 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-25028-649228
job_title                      | FULL STACK DEVELOPER
employer_name                  | NEW ERA CONSULTING SERVICES INC
secondary_entity_business_name | DEPARTMENT OF SOCIAL SERVICE - NYC
employer_poc_email             | UPASNA@NERACS.COM
employer_poc_phone             | 12484733023
employer_poc_first_name        | DURGA PRASAD
employer_poc_last_name         | GADDE
worksite_address1              | 375 PEARL STREET
worksite_address2              | 
worksite_city                  | BROOKLYN
worksite_county                | KINGS
lawfirm_name_business_name     | 
employer_address1              | 24543 INDOPLEX CIRCLE
employer_address2              | SUITE 110
employer_city                  | FARMINGTON HILLS
employer_state                 | MI
employer_postal_code           | 48335
begin_date                     | 2/10/2025
end_date                       | 2/9/2028
total_worker_positions         | 1
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 26 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-24156-070304
job_title                      | Programmer Analyst
employer_name                  | LUCID TECHNOLOGIES LLC
secondary_entity_business_name | DEPARTMENT OF SOCIAL SERVICES
employer_poc_email             | sachin@lucidcom.com
employer_poc_phone             | 16099774138
employer_poc_first_name        | Sachin
employer_poc_last_name         | Mally
worksite_address1              | 15 METROTECH CENTER
worksite_address2              | 
worksite_city                  | BROOKLYN
worksite_county                | KINGS
lawfirm_name_business_name     | 
employer_address1              | 7 Briardale Ct
employer_address2              | 
employer_city                  | Plainsboro
employer_state                 | NJ
employer_postal_code           | 08536
begin_date                     | 10/1/2024
end_date                       | 9/30/2027
total_worker_positions         | 1
soc_code                       | 15-1251.00
h_1b_dependent                 | Yes
-[ RECORD 27 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-21344-758602
job_title                      | Systems Analyst
employer_name                  | Lucid Technologies LLC
secondary_entity_business_name | DEPARTMENT OF SOCIAL SERVICES
employer_poc_email             | sachin@lucidcom.com
employer_poc_phone             | 16099774138
employer_poc_first_name        | Sachin
employer_poc_last_name         | Mally
worksite_address1              | 15 Metrotech center
worksite_address2              | 
worksite_city                  | Brooklyn
worksite_county                | KINGS
lawfirm_name_business_name     | Law Offices of Radhika Gayatrinath
employer_address1              | 231 Clarksville Road
employer_address2              | Suite 4B
employer_city                  | West Windsor
employer_state                 | NJ
employer_postal_code           | 08550
begin_date                     | 3/18/2022
end_date                       | 3/17/2025
total_worker_positions         | 1
soc_code                       | 15-1121.00
h_1b_dependent                 | No
-[ RECORD 28 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-25007-601026
job_title                      | Database Expert
employer_name                  | AMERICAN IT SOLUTIONS INC
secondary_entity_business_name | DOH State of New York
employer_poc_email             | account@americanitinc.com
employer_poc_phone             | 12484784536
employer_poc_first_name        | Isha
employer_poc_last_name         | Karki
worksite_address1              | 800 North Pearl St.
worksite_address2              | 
worksite_city                  | Menands
worksite_county                | ALBANY
lawfirm_name_business_name     | Arora Law PLC
employer_address1              | 38345 West 10 Mile Road
employer_address2              | Suite 210
employer_city                  | Farmington
employer_state                 | MI
employer_postal_code           | 48335
begin_date                     | 1/14/2025
end_date                       | 11/5/2026
total_worker_positions         | 1
soc_code                       | 15-1242
h_1b_dependent                 | Yes
-[ RECORD 29 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-24353-554345
job_title                      | Software Developer
employer_name                  | Triveni Group, LLP
secondary_entity_business_name | DSNY- NYC Department of Sanitation
employer_poc_email             | jwalit@triveniit.com
employer_poc_phone             | 12019131260
employer_poc_first_name        | Jwalit
employer_poc_last_name         | Shah
worksite_address1              | 375 Pearl St.
worksite_address2              | 
worksite_city                  | New York
worksite_county                | NEW YORK
lawfirm_name_business_name     | Law Offices of Weicheng Wang
employer_address1              | 71 Union Avenue
employer_address2              | Suite 208
employer_city                  | Rutherford
employer_state                 | NJ
employer_postal_code           | 07070
begin_date                     | 1/5/2025
end_date                       | 1/4/2028
total_worker_positions         | 1
soc_code                       | 15-1252
h_1b_dependent                 | Yes
-[ RECORD 30 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-21288-648818
job_title                      | SOFTWARE DEVELOPER
employer_name                  | Veridic Solutions LLC
secondary_entity_business_name | DSS (Department of Social Services)
employer_poc_email             | legal@veridicsolutions.com
employer_poc_phone             | 15806450750
employer_poc_first_name        | Venkatesh
employer_poc_last_name         | Raju
worksite_address1              | 15 MetroTech Center
worksite_address2              | 
worksite_city                  | Brooklyn
worksite_county                | KINGS
lawfirm_name_business_name     | Immlaws
employer_address1              | 1201 W Evergreen Street
employer_address2              | 
employer_city                  | Durant
employer_state                 | OK
employer_postal_code           | 74701
begin_date                     | 10/15/2021
end_date                       | 10/14/2024
total_worker_positions         | 1
soc_code                       | 15-1132.00
h_1b_dependent                 | Yes
-[ RECORD 31 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-24086-830427
job_title                      | Software Architect Expert
employer_name                  | 3A SOFT INC
secondary_entity_business_name | Department Of Criminal Justice
employer_poc_email             | SATYA@3ASOFTINC.COM
employer_poc_phone             | 17323790900
employer_poc_first_name        | SATYA
employer_poc_last_name         | ALLURI
worksite_address1              | 80 S Swan St
worksite_address2              | 4th Floor
worksite_city                  | Albany
worksite_county                | ALBANY
lawfirm_name_business_name     | MARKAN LAW PLLC
employer_address1              | 15 CORPORATE PLACE SOUTH
employer_address2              | SUITE 319
employer_city                  | PISCATAWAY
employer_state                 | NJ
employer_postal_code           | 08854
begin_date                     | 4/8/2024
end_date                       | 4/7/2027
total_worker_positions         | 1
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 32 ]-----------------+------------------------------------------------------------------------------------------------------------------------
case_number                    | I-200-21116-258876
job_title                      | Sr. Software Engineer
employer_name                  | MTSS Group
secondary_entity_business_name | Department Of Education
employer_poc_email             | HR@mtssus.com
employer_poc_phone             | 19082228055
employer_poc_first_name        | Dawn
employer_poc_last_name         | Nesler
worksite_address1              | 2 Metro Tech Center
worksite_address2              | 3rd Floor
worksite_city                  | Brooklyn
worksite_county                | KINGS
lawfirm_name_business_name     | 
employer_address1              | 593 Stelton Road
employer_address2              | 
employer_city                  | Piscataway
employer_state                 | NJ
employer_postal_code           | 08854
begin_date                     | 10/1/2021
end_date                       | 9/30/2024
total_worker_positions         | 1
soc_code                       | 15-1132.00
h_1b_dependent                 | Yes
